HO,MR,RCH,FULL,Type,Tech,Band,Operator
0.016,0.049,0.011,0.027,PCell,LTE,Mid,ATT
0.019,0.051000000000000004,0.019,0.037,PCell,LTE,Mid,ATT
0.023,0.033,0.016,0.038,PCell,LTE,Mid,ATT
0.017,0.084,0.019,0.035,PCell,LTE,Mid,ATT
0.016,0.026000000000000002,0.01,0.026,PCell,LTE,Mid,ATT
0.015,0.068,0.012,0.027,PCell,LTE,Mid,ATT
0.015,0.034,0.015,0.03,PCell,LTE,Mid,ATT
0.016,0.045,0.011,0.027,PCell,LTE,Mid,ATT
0.018,0.045,0.018,0.036,PCell,LTE,Mid,ATT
0.018,0.057999999999999996,0.016,0.034,PCell,LTE,Mid,ATT
0.016,0.045,0.016,0.032,PCell,LTE,Mid,ATT
0.017,0.055999999999999994,0.019,0.036,PCell,LTE,Mid,ATT
0.016,0.042,0.014,0.03,PCell,LTE,Mid,ATT
0.017,0.117,0.016,0.033,PCell,LTE,Mid,ATT
0.016,0.046,0.01,0.026,PCell,LTE,Mid,ATT
0.018,0.15200000000000002,0.012,0.03,PCell,LTE,Mid,ATT
0.018,0.076,0.017,0.035,PCell,LTE,Mid,ATT
0.016,0.097,0.019,0.035,PCell,LTE,Mid,ATT
0.015,0.028999999999999998,0.018,0.033,PCell,LTE,Mid,ATT
0.018,0.052000000000000005,0.011,0.029,PCell,LTE,Mid,ATT
0.018,0.052000000000000005,0.012,0.03,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.015,0.044,0.012,0.027,PCell,LTE,Mid,ATT
0.02,0.044,0.019,0.039,PCell,LTE,Mid,ATT
0.017,0.053000000000000005,0.01,0.027,PCell,LTE,Mid,ATT
0.016,0.034,0.011,0.027,PCell,LTE,Mid,ATT
0.017,0.049,0.014,0.031,PCell,LTE,Mid,ATT
0.017,0.045,0.01,0.027,PCell,LTE,Mid,ATT
0.018,0.041999999999999996,0.018,0.035,PCell,LTE,Mid,ATT
0.016,0.04,0.01,0.026,PCell,LTE,Mid,ATT
0.017,0.04,0.012,0.029,PCell,LTE,Mid,ATT
0.016,0.042,0.012,0.028,PCell,LTE,Mid,ATT
0.017,0.03,0.015,0.032,PCell,LTE,Mid,ATT
0.015,0.047,0.01,0.025,PCell,LTE,Mid,ATT
0.019,0.05499999999999999,0.018,0.037,PCell,LTE,Mid,ATT
0.014,0.041,0.013,0.026,PCell,LTE,Mid,ATT
0.029,0.059,0.012,0.041,PCell,LTE,Mid,ATT
0.018,0.048,0.016,0.033,PCell,LTE,Mid,ATT
0.017,0.041,0.017,0.034,PCell,LTE,Mid,ATT
0.014,0.048,0.014,0.028,PCell,LTE,Mid,ATT
0.016,0.045,0.017,0.033,PCell,LTE,Mid,ATT
0.014,0.049,0.018,0.032,PCell,LTE,Mid,ATT
0.021,0.041999999999999996,0.019,0.04,PCell,LTE,Mid,ATT
0.016,0.075,0.012,0.027,PCell,LTE,Mid,ATT
0.024,0.045000000000000005,0.016,0.039,PCell,LTE,Mid,ATT
0.018,0.041999999999999996,0.016,0.033,PCell,LTE,Mid,ATT
0.02,0.05099999999999999,0.011,0.03,PCell,LTE,Mid,ATT
0.016,0.039,0.012,0.028,PCell,LTE,Mid,ATT
0.02,0.006999999999999999,0.016,0.035,PCell,LTE,Mid,ATT
0.015,0.049,0.015,0.03,PCell,LTE,Mid,ATT
0.016,0.072,0.016,0.032,PCell,LTE,Mid,ATT
0.016,0.05,0.011,0.026,PCell,LTE,Mid,ATT
0.025,0.07699999999999999,0.018,0.042,PCell,LTE,Mid,ATT
0.018,0.051000000000000004,0.01,0.027,PCell,LTE,Mid,ATT
0.017,0.077,0.019,0.035,PCell,LTE,Mid,ATT
0.019,0.077,0.013,0.031,PCell,LTE,Mid,ATT
0.015,0.068,0.015,0.03,PCell,LTE,Mid,ATT
0.019,0.08299999999999999,0.019,0.037,PCell,LTE,Mid,ATT
0.016,0.081,0.011,0.027,PCell,LTE,Mid,ATT
0.016,0.033,0.018,0.034,PCell,LTE,Mid,ATT
0.019,0.021,0.115,0.133,PCell,LTE,Mid,ATT
0.018,0.030000000000000002,,,PCell,LTE,Mid,ATT
0.018,0.06899999999999999,,,PCell,LTE,Mid,ATT
0.047,0.065,,,PCell,LTE,Mid,ATT
0.026,0.027,,,PCell,LTE,Mid,ATT
0.023,0.053,,,PCell,LTE,Mid,ATT
0.024,0.061000000000000006,,,PCell,LTE,Mid,ATT
0.027,0.065,,,PCell,LTE,Mid,ATT
0.023,0.004,,,PCell,LTE,Mid,ATT
0.018,0.048,,,PCell,LTE,Mid,ATT
0.014,0.065,0.025,,PCell,LTE,Mid,ATT
0.032,1.888,,,PCell,LTE,Mid,ATT
0.034,0.043,,,PCell,LTE,Mid,ATT
0.018,0.062,,,PCell,LTE,Mid,ATT
0.034,0.148,,,PCell,LTE,Mid,ATT
0.032,0.0030000000000000027,,,PCell,LTE,Mid,ATT
0.033,0.043,,,PCell,LTE,Mid,ATT
0.036,0.04700000000000001,,,PCell,LTE,Mid,ATT
0.03,0.04000000000000001,,,PCell,LTE,Mid,ATT
0.03,0.052000000000000005,,,PCell,LTE,Mid,ATT
0.038,0.068,,,PCell,LTE,Mid,ATT
0.019,0.043,,,PCell,LTE,Mid,ATT
0.035,0.044,,,PCell,LTE,Mid,ATT
0.036,0.049999999999999996,,,PCell,LTE,Mid,ATT
0.037,0.04800000000000001,,,PCell,LTE,Mid,ATT
0.033,0.061,,,PCell,LTE,Mid,ATT
0.02,0.05499999999999999,,,PCell,LTE,Mid,ATT
0.041,0.08299999999999999,,,PCell,LTE,Mid,ATT
0.059,0.049,,,PCell,LTE,Mid,ATT
0.018,0.031000000000000003,,,PCell,LTE,Mid,ATT
0.039,0.045000000000000005,,,PCell,LTE,Mid,ATT
0.019,0.039999999999999994,,,PCell,LTE,Mid,ATT
0.018,0.044,,,PCell,LTE,Mid,ATT
0.032,0.040999999999999995,,,PCell,LTE,Mid,ATT
0.017,0.055999999999999994,,,PCell,LTE,Mid,ATT
0.032,0.045,,,PCell,LTE,Mid,ATT
0.039,0.045000000000000005,,,PCell,LTE,Mid,ATT
0.022,0.006000000000000002,,,PCell,LTE,Mid,ATT
0.041,0.043000000000000003,,,PCell,LTE,Mid,ATT
0.043,0.047,,,PCell,LTE,Mid,ATT
0.029,0.049,,,PCell,LTE,Mid,ATT
0.035,0.05,,,PCell,LTE,Mid,ATT
0.039,0.060000000000000005,,,PCell,LTE,Mid,ATT
0.027,0.008999999999999998,,,PCell,LTE,Mid,ATT
0.022,0.048999999999999995,,,PCell,LTE,Mid,ATT
0.031,0.043,,,PCell,LTE,Mid,ATT
0.041,0.042,,,PCell,LTE,Mid,ATT
0.013,1.681,,,PCell,NSA,Low,ATT
0.012,,,,PCell,NSA,Low,ATT
0.013,,,,PCell,NSA,Low,ATT
0.033,0.049,,,PCell,NSA,Low,ATT
0.013,0.064,,,PCell,NSA,Low,ATT
0.012,0.798,,,PCell,NSA,Low,ATT
0.047,0.054000000000000006,,,PCell,NSA,Low,ATT
0.017,0.066,,,PCell,NSA,Low,ATT
0.048,0.056999999999999995,,,PCell,NSA,Low,ATT
0.013,0.048,,,PCell,NSA,Low,ATT
0.046,0.051000000000000004,,,PCell,NSA,Low,ATT
0.016,0.074,,,PCell,NSA,Low,ATT
0.017,0.111,,,PCell,NSA,Low,ATT
0.041,0.04,,,PCell,NSA,Low,ATT
0.039,0.058,,,PCell,NSA,Low,ATT
0.017,0.017,,,PCell,NSA,Low,ATT
0.021,0.030999999999999996,,,PCell,NSA,Low,ATT
0.041,,,,PCell,NSA,Low,ATT
0.016,0.018000000000000002,,,PCell,NSA,Low,ATT
0.017,5.0649999999999995,,,PCell,NSA,Low,ATT
0.042,0.08299999999999999,,,PCell,NSA,Low,ATT
0.012,0.083,,,PCell,NSA,Low,ATT
0.012,0.011,,,PCell,NSA,Low,ATT
0.016,0.351,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.022,1.905,,,PCell,NSA,Low,ATT
0.021,,,,PCell,NSA,Low,ATT
0.049,0.05,,,PCell,NSA,Low,ATT
0.017,0.114,,,PCell,NSA,Low,ATT
0.022,1.279,,,PCell,NSA,Low,ATT
0.071,0.074,,,PCell,NSA,Low,ATT
0.018,4.4830000000000005,,,PCell,NSA,Low,ATT
0.046,0.057999999999999996,,,PCell,NSA,Low,ATT
0.025,0.07999999999999999,,,PCell,NSA,Low,ATT
0.048,0.044,,,PCell,NSA,Low,ATT
0.013,0.443,,,PCell,NSA,Low,ATT
0.022,1.036,,,PCell,NSA,Low,ATT
0.033,0.048,,,PCell,NSA,Low,ATT
0.013,0.094,,,PCell,NSA,Low,ATT
0.044,0.138,,,PCell,NSA,Low,ATT
0.038,0.066,,,PCell,NSA,Low,ATT
0.018,4.681,,,PCell,NSA,Low,ATT
0.027,,,,PCell,NSA,Low,ATT
0.018,1.202,,,PCell,NSA,Low,ATT
0.041,0.04599999999999999,,,PCell,NSA,Low,ATT
0.017,0.015,,,PCell,NSA,Low,ATT
0.018,1.429,,,PCell,NSA,Low,ATT
0.017,1.433,,,PCell,NSA,Low,ATT
0.042,0.029999999999999992,,,PCell,NSA,Low,ATT
0.033,0.073,,,PCell,NSA,Low,ATT
0.021,4.465,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.019,,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.015,0.26999999999999996,,,PCell,NSA,Low,ATT
0.048,0.044,,,PCell,NSA,Low,ATT
0.04,0.335,,,PCell,NSA,Low,ATT
0.048,0.061,,,PCell,NSA,Low,ATT
0.049,0.06,,,PCell,NSA,Low,ATT
0.02,0.108,,,PCell,NSA,Low,ATT
0.021,2.612,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.017,0.40199999999999997,,,PCell,NSA,Low,ATT
0.043,0.051000000000000004,,,PCell,NSA,Low,ATT
0.017,0.08,,,PCell,NSA,Low,ATT
0.023,3.645,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.037,0.048999999999999995,,,PCell,NSA,Low,ATT
0.047,0.054000000000000006,,,PCell,NSA,Low,ATT
0.015,0.075,,,PCell,NSA,Low,ATT
0.035,0.046,,,PCell,NSA,Low,ATT
0.034,0.128,,,PCell,NSA,Low,ATT
0.037,0.051,,,PCell,NSA,Low,ATT
0.017,0.098,,,PCell,NSA,Low,ATT
0.022,1.81,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.036,1.537,,,PCell,NSA,Low,ATT
0.015,0.1,,,PCell,NSA,Low,ATT
0.016,1.55,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.056,0.07900000000000001,,,PCell,NSA,Low,ATT
0.016,0.426,,,PCell,NSA,Low,ATT
0.048,0.066,,,PCell,NSA,Low,ATT
0.066,0.08299999999999999,,,PCell,NSA,Low,ATT
0.056,0.6509999999999999,,,PCell,NSA,Low,ATT
0.018,0.111,,,PCell,NSA,Low,ATT
0.058,0.048999999999999995,,,PCell,NSA,Low,ATT
0.029,2.165,,,PCell,NSA,Low,ATT
0.064,0.022999999999999993,,,PCell,NSA,Low,ATT
0.019,0.093,,,PCell,NSA,Low,ATT
0.022,0.07900000000000001,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.054,0.07600000000000001,,,PCell,NSA,Low,ATT
0.016,2.177,,,PCell,NSA,Low,ATT
0.039,0.054,,,PCell,NSA,Low,ATT
0.046,0.066,,,PCell,NSA,Low,ATT
0.052,0.053,,,PCell,NSA,Low,ATT
0.015,0.018000000000000002,,,PCell,NSA,Low,ATT
0.059,0.069,,,PCell,NSA,Low,ATT
0.016,0.116,,,PCell,NSA,Low,ATT
0.015,2.046,,,PCell,NSA,Low,ATT
0.024,,,,PCell,NSA,Low,ATT
0.02,,,,PCell,NSA,Low,ATT
0.041,0.049999999999999996,,,PCell,NSA,Low,ATT
0.018,4.626,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.068,0.08499999999999999,,,PCell,NSA,Low,ATT
0.023,3.2279999999999998,,,PCell,NSA,Low,ATT
0.018,,,,PCell,NSA,Low,ATT
0.043,0.067,,,PCell,NSA,Low,ATT
0.048,0.239,,,PCell,NSA,Low,ATT
0.039,0.04699999999999999,,,PCell,NSA,Low,ATT
0.018,0.109,,,PCell,NSA,Low,ATT
0.042,0.053,,,PCell,NSA,Low,ATT
0.043,0.016,,,PCell,NSA,Low,ATT
0.064,0.07,,,PCell,NSA,Low,ATT
0.018,0.381,,,PCell,NSA,Low,ATT
0.043,0.037000000000000005,,,PCell,NSA,Low,ATT
0.041,0.051,,,PCell,NSA,Low,ATT
0.036,,,,PCell,NSA,Low,ATT
0.031,0.091,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.029,,,,PCell,NSA,Low,ATT
0.035,0.10799999999999998,,,PCell,NSA,Low,ATT
0.014,0.079,,,PCell,NSA,Low,ATT
0.03,0.07100000000000001,,,PCell,NSA,Low,ATT
0.013,0.022000000000000006,,,PCell,NSA,Low,ATT
0.038,0.054,,,PCell,NSA,Low,ATT
0.036,0.058,,,PCell,NSA,Low,ATT
0.018,0.055999999999999994,,,PCell,NSA,Low,ATT
0.059,3.183,,,PCell,NSA,Low,ATT
0.022,3.985,,,PCell,NSA,Low,ATT
0.038,0.04,,,PCell,NSA,Low,ATT
0.016,0.39899999999999997,,,PCell,NSA,Low,ATT
0.053,0.053,,,PCell,NSA,Low,ATT
0.025,0.042,,,PCell,NSA,Low,ATT
0.065,0.087,,,PCell,NSA,Low,ATT
0.012,2.761,,,PCell,NSA,Low,ATT
0.025,0.10700000000000001,,,PCell,NSA,Low,ATT
0.043,0.062,,,PCell,NSA,Low,ATT
0.017,0.092,,,PCell,NSA,Low,ATT
0.021,1.598,,,PCell,NSA,Low,ATT
0.047,0.08600000000000001,,,PCell,NSA,Low,ATT
0.011,0.33599999999999997,,,PCell,NSA,Low,ATT
0.04,0.064,,,PCell,NSA,Low,ATT
0.014,0.013,,,PCell,NSA,Low,ATT
0.041,0.044000000000000004,,,PCell,NSA,Low,ATT
0.012,0.016,,,PCell,NSA,Low,ATT
0.027,4.303,,,PCell,NSA,Low,ATT
0.043,0.05800000000000001,,,PCell,NSA,Low,ATT
0.013,0.013,,,PCell,NSA,Low,ATT
0.07,0.067,,,PCell,NSA,Low,ATT
0.022,1.031,,,PCell,NSA,Low,ATT
0.042,0.059000000000000004,,,PCell,NSA,Low,ATT
0.015,0.089,,,PCell,NSA,Low,ATT
0.015,,,,PCell,NSA,Low,ATT
0.038,0.059000000000000004,,0.053,PCell,NSA,Low,ATT
0.034,0.096,,,PCell,NSA,Low,ATT
0.021,4.481,,,PCell,NSA,Low,ATT
0.018,2.0610000000000004,,,PCell,NSA,Low,ATT
0.012,0.077,,,PCell,NSA,Low,ATT
0.038,0.047999999999999994,,,PCell,NSA,Low,ATT
0.066,0.07100000000000001,,,PCell,NSA,Low,ATT
0.05,0.043,,,PCell,NSA,Low,ATT
0.012,0.022000000000000002,,,PCell,NSA,Low,ATT
0.056,0.047999999999999994,,,PCell,NSA,Low,ATT
0.016,0.026999999999999996,,,PCell,NSA,Low,ATT
0.065,0.07799999999999999,,,PCell,NSA,Low,ATT
0.012,3.703,,,PCell,NSA,Low,ATT
0.043,0.063,,,PCell,NSA,Low,ATT
0.025,0.051,,,PCell,NSA,Low,ATT
0.043,0.051000000000000004,,,PCell,NSA,Low,ATT
0.011,0.015,,,PCell,NSA,Low,ATT
0.013,2.1470000000000002,,,PCell,NSA,Low,ATT
0.044,0.047,,,PCell,NSA,Low,ATT
0.018,0.071,,,PCell,NSA,Low,ATT
0.016,4.359,,,PCell,NSA,Low,ATT
0.027,0.063,,,PCell,NSA,Low,ATT
0.03,0.846,,,PCell,NSA,Low,ATT
0.044,0.041999999999999996,,,PCell,NSA,Low,ATT
0.017,0.08499999999999999,,,PCell,NSA,Low,ATT
0.06,0.048,,,PCell,NSA,Low,ATT
0.017,0.8119999999999999,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.013,,,,PCell,NSA,Low,ATT
0.034,0.164,,,PCell,NSA,Low,ATT
0.012,0.013999999999999999,,,PCell,NSA,Low,ATT
0.038,0.052,,,PCell,NSA,Low,ATT
0.03,0.074,,,PCell,NSA,Low,ATT
0.025,1.588,,,PCell,NSA,Low,ATT
0.037,0.051,,,PCell,NSA,Low,ATT
0.035,0.03699999999999999,,,PCell,NSA,Low,ATT
0.019,0.076,,,PCell,NSA,Low,ATT
0.051,0.053,,,PCell,NSA,Low,ATT
0.012,0.015,,,PCell,NSA,Low,ATT
0.043,0.007000000000000006,,,PCell,NSA,Low,ATT
0.065,0.07899999999999999,,,PCell,NSA,Low,ATT
0.017,0.025,,,PCell,NSA,Low,ATT
0.055,0.052,,,PCell,NSA,Low,ATT
0.017,0.095,,,PCell,NSA,Low,ATT
0.047,0.044,,,PCell,NSA,Low,ATT
0.063,0.064,,,PCell,NSA,Low,ATT
0.017,1.1400000000000001,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.051,0.10500000000000001,,,PCell,NSA,Low,ATT
0.017,0.018000000000000002,,,PCell,NSA,Low,ATT
0.053,0.307,,,PCell,NSA,Low,ATT
0.016,0.017,,,PCell,NSA,Low,ATT
0.043,0.07,,,PCell,NSA,Low,ATT
0.055,0.306,,,PCell,NSA,Low,ATT
0.028,0.11599999999999999,,,PCell,NSA,Low,ATT
0.053,2.362,,,PCell,NSA,Low,ATT
0.017,0.034999999999999996,,,PCell,NSA,Low,ATT
0.042,0.052,,,PCell,NSA,Low,ATT
0.016,0.019000000000000003,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.038,0.051,,,PCell,NSA,Low,ATT
0.011,0.024000000000000004,,,PCell,NSA,Low,ATT
0.034,0.039999999999999994,,,PCell,NSA,Low,ATT
0.052,0.064,,,PCell,NSA,Low,ATT
0.044,2.29,,,PCell,NSA,Low,ATT
0.057,0.07500000000000001,,,PCell,NSA,Low,ATT
0.025,0.254,,,PCell,NSA,Low,ATT
0.016,0.053000000000000005,,,PCell,NSA,Low,ATT
0.017,0.288,,,PCell,NSA,Low,ATT
0.016,0.056999999999999995,,,PCell,NSA,Low,ATT
0.019,0.317,,,PCell,NSA,Low,ATT
0.045,0.21000000000000002,,,PCell,NSA,Low,ATT
0.017,0.071,,,PCell,NSA,Low,ATT
0.025,0.27199999999999996,,,PCell,NSA,Low,ATT
0.017,0.064,,,PCell,NSA,Low,ATT
0.017,0.288,,,PCell,NSA,Low,ATT
0.044,1.799,,,PCell,NSA,Low,ATT
0.026,0.064,,,PCell,NSA,Low,ATT
0.016,0.3,,,PCell,NSA,Low,ATT
0.046,0.059,,,PCell,NSA,Low,ATT
0.044,4.449000000000001,,,PCell,NSA,Low,ATT
0.017,0.06999999999999999,,,PCell,NSA,Low,ATT
0.016,0.289,,,PCell,NSA,Low,ATT
0.016,0.072,,,PCell,NSA,Low,ATT
0.018,0.283,,,PCell,NSA,Low,ATT
0.021,0.06799999999999999,,,PCell,NSA,Low,ATT
0.046,0.046,,,PCell,NSA,Low,ATT
0.017,0.14400000000000002,,,PCell,NSA,Low,ATT
0.018,,,,PCell,NSA,Low,ATT
0.047,0.055999999999999994,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.017,0.061,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.019,0.21200000000000002,,,PCell,NSA,Low,ATT
0.017,0.052000000000000005,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.017,0.06999999999999999,,,PCell,NSA,Low,ATT
0.017,0.321,,,PCell,NSA,Low,ATT
0.026,0.054000000000000006,,,PCell,NSA,Low,ATT
0.018,0.288,,,PCell,NSA,Low,ATT
0.017,0.21899999999999997,,,PCell,NSA,Low,ATT
0.02,0.296,,,PCell,NSA,Low,ATT
0.016,0.051000000000000004,,,PCell,NSA,Low,ATT
0.016,0.301,,,PCell,NSA,Low,ATT
0.017,0.06,,,PCell,NSA,Low,ATT
0.026,0.3,,,PCell,NSA,Low,ATT
0.019,0.26799999999999996,,,PCell,NSA,Low,ATT
0.016,0.27099999999999996,,,PCell,NSA,Low,ATT
0.017,0.051000000000000004,,,PCell,NSA,Low,ATT
0.016,0.29,,,PCell,NSA,Low,ATT
0.017,0.05,,,PCell,NSA,Low,ATT
0.018,0.293,,,PCell,NSA,Low,ATT
0.017,0.079,,,PCell,NSA,Low,ATT
0.02,0.285,,,PCell,NSA,Low,ATT
0.018,0.21600000000000003,,,PCell,NSA,Low,ATT
0.019,0.27599999999999997,,,PCell,NSA,Low,ATT
0.048,0.21000000000000002,,,PCell,NSA,Low,ATT
0.02,0.26799999999999996,,,PCell,NSA,Low,ATT
0.017,0.052000000000000005,,,PCell,NSA,Low,ATT
0.023,0.053,,,PCell,NSA,Low,ATT
0.017,0.27799999999999997,,,PCell,NSA,Low,ATT
0.017,0.06,,,PCell,NSA,Low,ATT
0.017,1.209,,,PCell,NSA,Low,ATT
0.025,0.07,,,PCell,NSA,Low,ATT
0.024,0.27499999999999997,,,PCell,NSA,Low,ATT
0.017,0.06,,,PCell,NSA,Low,ATT
0.017,0.22299999999999998,,,PCell,NSA,Low,ATT
0.046,0.052000000000000005,,,PCell,NSA,Low,ATT
0.046,1.263,,,PCell,NSA,Low,ATT
0.016,0.06999999999999999,,,PCell,NSA,Low,ATT
0.017,0.22499999999999998,,,PCell,NSA,Low,ATT
0.017,0.051000000000000004,,,PCell,NSA,Low,ATT
0.018,0.256,,,PCell,NSA,Low,ATT
0.04,0.10999999999999999,,,PCell,NSA,Low,ATT
0.035,0.06999999999999999,,,PCell,NSA,Low,ATT
0.053,0.024,,,PCell,NSA,Low,ATT
0.047,0.05,,,PCell,NSA,Low,ATT
0.013,0.05700000000000001,,,PCell,NSA,Low,ATT
0.012,4.704000000000001,,,PCell,NSA,Low,ATT
0.014,,,,PCell,NSA,Low,ATT
0.037,0.058,,,PCell,NSA,Low,ATT
0.051,0.07100000000000001,,,PCell,NSA,Low,ATT
0.033,0.05299999999999999,,,PCell,NSA,Low,ATT
0.017,0.06999999999999999,,,PCell,NSA,Low,ATT
0.032,0.05,,,PCell,NSA,Low,ATT
0.058,3.733,,,PCell,NSA,Low,ATT
0.024,0.031,,,PCell,NSA,Low,ATT
0.018,0.047,,,PCell,NSA,Low,ATT
0.061,0.044,,,PCell,NSA,Low,ATT
0.018,,,,PCell,NSA,Low,ATT
0.073,0.033,,,PCell,NSA,Low,ATT
0.023,0.092,,,PCell,NSA,Low,ATT
0.057,0.04699999999999999,,,PCell,NSA,Low,ATT
0.032,0.03899999999999999,,,PCell,NSA,Low,ATT
0.021,,,,PCell,NSA,Low,ATT
0.038,,,,PCell,NSA,Low,ATT
0.017,0.383,,,PCell,NSA,Low,ATT
0.062,0.06,,,PCell,NSA,Low,ATT
0.035,0.055999999999999994,,,PCell,NSA,Low,ATT
0.022,0.26799999999999996,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.015,,,,PCell,NSA,Low,ATT
0.057,0.069,,,PCell,NSA,Low,ATT
0.036,0.023,,,PCell,NSA,Low,ATT
0.037,0.061000000000000006,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.064,0.069,,,PCell,NSA,Low,ATT
0.019,0.071,,,PCell,NSA,Low,ATT
0.056,0.04699999999999999,,,PCell,NSA,Low,ATT
0.026,0.023000000000000003,,,PCell,NSA,Low,ATT
0.061,0.046,,,PCell,NSA,Low,ATT
0.025,0.07400000000000001,,,PCell,NSA,Low,ATT
0.062,0.065,,,PCell,NSA,Low,ATT
0.026,0.07,,,PCell,NSA,Low,ATT
0.059,0.066,,,PCell,NSA,Low,ATT
0.025,0.054,,,PCell,NSA,Low,ATT
0.056,0.04,,,PCell,NSA,Low,ATT
0.04,0.026000000000000002,,,PCell,NSA,Low,ATT
0.059,0.05600000000000001,,,PCell,NSA,Low,ATT
0.029,0.095,,,PCell,NSA,Low,ATT
0.033,0.035,,,PCell,NSA,Low,ATT
0.018,0.041999999999999996,,,PCell,NSA,Low,ATT
0.017,0.064,,,PCell,NSA,Low,ATT
0.037,0.043000000000000003,,,PCell,NSA,Low,ATT
0.017,0.071,,,PCell,NSA,Low,ATT
0.015,0.068,,,PCell,NSA,Low,ATT
0.026,0.11000000000000001,,,PCell,NSA,Low,ATT
0.041,0.043000000000000003,,,PCell,NSA,Low,ATT
0.034,0.015,,,PCell,NSA,Low,ATT
0.058,0.039,,,PCell,NSA,Low,ATT
0.026,0.07400000000000001,,,PCell,NSA,Low,ATT
0.045,0.049,,,PCell,NSA,Low,ATT
0.033,0.10999999999999999,,,PCell,NSA,Low,ATT
0.048,0.045,,,PCell,NSA,Low,ATT
0.014,0.056999999999999995,,,PCell,NSA,Low,ATT
0.015,0.023,,,PCell,NSA,Low,ATT
0.013,4.322,,,PCell,NSA,Low,ATT
0.047,0.023999999999999994,,,PCell,NSA,Low,ATT
0.033,0.047,,,PCell,NSA,Low,ATT
0.052,0.057,,,PCell,NSA,Low,ATT
0.029,0.1,,,PCell,NSA,Low,ATT
0.03,0.10800000000000001,,,PCell,NSA,Low,ATT
0.04,0.067,,,PCell,NSA,Low,ATT
0.049,0.046,,,PCell,NSA,Low,ATT
0.03,0.101,,,PCell,NSA,Low,ATT
0.057,0.067,,,PCell,NSA,Low,ATT
0.033,0.026999999999999996,,,PCell,NSA,Low,ATT
0.021,1.9320000000000002,,,PCell,NSA,Low,ATT
0.021,,,,PCell,NSA,Low,ATT
0.026,0.027,,,PCell,NSA,Low,ATT
0.016,4.106,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.031,,,,PCell,NSA,Low,ATT
0.025,15.482,,,PCell,NSA,Low,ATT
0.037,,,,PCell,NSA,Low,ATT
0.05,,,,PCell,NSA,Low,ATT
0.017,0.077,,,PCell,NSA,Low,ATT
0.029,4.04,,,PCell,NSA,Low,ATT
0.016,,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.041,,,,PCell,NSA,Low,ATT
0.018,0.009000000000000001,,,PCell,NSA,Low,ATT
0.037,0.6679999999999999,,,PCell,NSA,Low,ATT
0.016,0.066,,,PCell,NSA,Low,ATT
0.016,1.404,,,PCell,NSA,Low,ATT
0.048,,,,PCell,NSA,Low,ATT
0.016,0.062,,,PCell,NSA,Low,ATT
0.022,3.2760000000000002,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.022,,,,PCell,NSA,Low,ATT
0.039,,,,PCell,NSA,Low,ATT
0.026,0.067,,,PCell,NSA,Low,ATT
0.014,4.128,,,PCell,NSA,Low,ATT
0.014,,,,PCell,NSA,Low,ATT
0.047,,,0.028,PCell,NSA,Low,ATT
0.016,0.09,,,PCell,NSA,Low,ATT
0.048,0.044,,,PCell,NSA,Low,ATT
0.047,0.047,,,PCell,NSA,Low,ATT
0.055,0.018999999999999996,,,PCell,NSA,Low,ATT
0.029,0.064,,,PCell,NSA,Low,ATT
0.017,,,,PCell,NSA,Low,ATT
0.035,0.585,,,PCell,NSA,Low,ATT
0.056,2.272,,,PCell,NSA,Low,ATT
0.017,0.091,,,PCell,NSA,Low,ATT
0.062,0.066,,,PCell,NSA,Low,ATT
0.021,0.08399999999999999,,,PCell,NSA,Low,ATT
